day_n,year,month,day,temp_high,temp_avg,temp_low,Dew point high,Dew point avg,Dew point low,Humidity high,Humidity avg,Humidity low,Sea Level Pressure high,Sea Level Pressure avg,Sea Level Pressure low,Visibility high,Visibility avg,Visibility low,Wind high,Wind avg,Wind low,precipitation_sum_mm,Events
758,2015,1,28,11,7,3,9,2,-3,94,73,35,1020,1006,999,31,14,6,48,27,55,1.02,Rain
759,2015,1,29,7,4,1,2,0,-2,93,80,55,1002,985,977,31,15,8,34,26,-,1.02,Rain
760,2015,1,30,7,3,1,2,1,-1,93,79,56,981,979,975,31,15,9,23,18,39,0.25,Rain
761,2015,1,31,5,2,-1,2,0,-3,100,80,51,994,985,980,31,14,5,24,16,42,3.05,"Rain , Snow"
762,2015,2,1,6,3,-1,0,-2,-4,93,66,49,1006,1000,994,31,15,8,34,21,48,0,"Rain , Snow"
763,2015,2,2,3,-1,-6,-2,-4,-8,86,72,52,1007,1006,1004,31,19,10,14,10,-,0,
764,2015,2,3,4,1,-1,1,0,-4,100,88,68,1015,1008,1004,27,11,1,19,10,-,0,"Fog , Rain , Snow"
765,2015,2,4,4,2,1,1,0,-1,93,79,59,1025,1020,1015,26,13,7,19,11,-,0,Rain
766,2015,2,5,5,3,1,2,-1,-4,93,80,48,1029,1026,1024,31,13,4,23,13,-,0.25,"Rain , Snow"
767,2015,2,6,5,2,-1,-1,-2,-4,87,68,45,1034,1031,1029,31,17,10,27,16,47,0,
768,2015,2,7,5,2,-1,3,1,-2,100,86,71,1038,1036,1034,26,12,5,16,11,-,0.25,Rain
769,2015,2,8,9,6,2,2,1,0,93,76,47,1040,1038,1036,23,12,5,14,8,-,0,
770,2015,2,9,9,4,0,4,3,-1,93,80,53,1037,1034,1033,18,9,3,13,8,-,0,
771,2015,2,10,7,6,4,3,2,1,93,79,61,1034,1032,1028,29,11,5,16,5,-,0,
772,2015,2,11,5,4,4,2,1,0,81,74,60,1029,1025,1022,24,11,9,14,10,-,0,
773,2015,2,12,4,3,1,0,-1,-1,93,71,58,1023,1020,1014,10,8,6,13,6,-,0,
774,2015,2,13,9,5,1,7,4,-1,93,86,71,1015,1003,996,26,10,3,34,18,52,2.03,Rain
775,2015,2,14,8,6,3,7,5,3,100,88,74,1008,1002,996,31,13,6,14,11,-,0.25,Rain
776,2015,2,15,9,6,2,6,4,1,100,84,55,1017,1013,1008,24,8,3,13,8,-,0,Rain
777,2015,2,16,8,4,-1,7,4,0,100,91,72,1024,1016,1014,19,8,0,19,8,-,5.08,"Fog , Rain"
778,2015,2,17,9,6,2,2,0,-2,93,69,34,1042,1036,1024,31,16,10,16,11,-,0,
779,2015,2,18,11,6,0,3,1,-2,93,72,44,1042,1037,1031,31,16,10,26,11,40,0,
780,2015,2,19,8,6,4,7,4,2,95,85,67,1031,1021,1011,31,13,5,27,18,-,2.03,Rain
781,2015,2,20,7,4,2,6,3,1,97,83,61,1012,1006,1000,29,14,8,14,10,-,0.25,Rain
782,2015,2,21,8,4,1,2,1,-2,100,78,40,1008,1002,998,31,13,6,24,13,-,1.02,Rain
783,2015,2,22,10,4,-2,8,2,-3,100,88,61,1009,1003,990,31,13,5,37,16,52,6.1,Rain
784,2015,2,23,8,6,4,4,1,-2,87,70,42,993,992,991,31,15,5,45,26,58,1.02,Rain
785,2015,2,24,9,7,3,3,1,-3,87,67,28,1014,1005,993,31,16,8,37,26,53,0,Rain
786,2015,2,25,12,8,4,8,6,2,100,81,52,1017,1015,1012,31,13,6,14,11,37,1.02,Rain
787,2015,2,26,11,7,3,11,6,-1,100,84,58,1016,1013,1009,31,14,5,24,14,35,4.06,Rain
788,2015,2,27,9,4,0,3,0,-2,93,69,33,1021,1019,1016,31,17,10,23,13,-,0,
789,2015,2,28,11,8,4,10,6,3,100,86,68,1018,1008,996,31,13,6,32,21,48,2.03,Rain
790,2015,3,1,12,8,5,9,3,1,88,68,35,1003,1000,996,31,15,10,40,31,66,3.05,"Rain , Thunderstorm"
791,2015,3,2,9,6,2,2,-1,-6,87,64,26,1016,1008,1001,31,17,10,47,26,64,0,Rain
792,2015,3,3,9,6,2,3,0,-3,93,65,30,1021,1016,1012,31,15,10,37,19,-,0,Rain
793,2015,3,4,11,6,2,1,0,-2,87,64,34,1039,1030,1022,31,19,10,27,19,-,0,
794,2015,3,5,12,6,-1,4,1,-2,93,69,41,1041,1039,1037,31,14,10,24,11,37,0,
795,2015,3,6,13,9,5,4,2,1,81,64,35,1037,1034,1029,31,17,10,27,18,-,0,
796,2015,3,7,16,11,6,6,4,3,93,68,38,1029,1025,1022,27,18,10,27,18,45,0,
797,2015,3,8,13,9,6,9,6,3,93,79,64,1028,1023,1021,31,13,8,27,16,-,0,Rain
798,2015,3,9,11,6,1,9,5,0,100,87,75,1029,1025,1021,23,12,6,27,11,42,0.25,Rain
799,2015,3,10,12,8,3,6,2,-2,100,65,26,1032,1030,1025,31,15,6,16,10,-,0,
800,2015,3,11,14,8,3,6,4,1,93,72,41,1032,1029,1026,19,11,6,24,13,-,0,Rain
801,2015,3,12,14,10,5,6,1,-6,87,52,17,1029,1025,1021,31,12,6,26,13,-,0,
802,2015,3,13,11,8,4,3,1,-3,81,54,25,1029,1023,1020,31,17,6,27,13,-,0,
803,2015,3,14,8,6,3,3,0,-2,87,63,37,1031,1030,1029,31,13,9,23,16,-,0,Rain
804,2015,3,15,7,6,4,4,3,1,93,78,56,1030,1028,1025,16,10,5,21,14,-,0,Rain
805,2015,3,16,8,6,4,5,3,3,94,83,64,1026,1023,1022,10,7,3,16,11,-,0.51,Rain
806,2015,3,17,12,8,4,6,6,3,100,83,51,1029,1025,1023,7,3,2,16,8,-,0,Rain
807,2015,3,18,11,7,3,4,3,2,100,77,46,1034,1032,1029,8,5,1,19,10,-,0,
808,2015,3,19,8,7,6,4,3,3,87,79,67,1034,1033,1031,14,8,5,19,13,-,0,
809,2015,3,20,12,8,5,4,3,3,87,74,45,1032,1027,1023,18,7,5,16,10,-,0,
810,2015,3,21,8,7,5,4,2,0,87,70,45,1029,1026,1022,31,14,10,24,11,-,0,
811,2015,3,22,9,6,2,2,0,-2,87,64,39,1029,1026,1021,31,15,10,19,13,-,0,
812,2015,3,23,12,7,1,6,2,-1,93,69,36,1022,1016,1012,31,13,5,21,11,-,2.03,Rain
813,2015,3,24,11,7,3,6,2,-1,93,70,35,1012,1010,1008,31,12,2,19,8,-,0.25,Rain
814,2015,3,25,10,5,0,3,0,-2,93,69,32,1012,1011,1009,26,12,8,14,8,-,0,
815,2015,3,26,13,8,3,8,3,-1,93,72,36,1015,1006,1001,31,13,2,29,16,58,5.08,Rain
816,2015,3,27,13,7,1,5,1,-2,87,63,29,1021,1020,1015,31,20,10,19,13,-,0,
817,2015,3,28,14,10,7,10,8,5,100,80,57,1020,1011,1006,31,12,5,45,21,58,0,Rain
818,2015,3,29,14,11,8,11,7,4,100,79,54,1006,1000,994,31,14,3,58,32,80,4.06,Rain
819,2015,3,30,12,8,5,10,3,-3,94,67,26,1012,1007,999,31,15,7,39,23,37,0.51,Rain
820,2015,3,31,13,10,6,10,3,-2,88,56,24,1019,1007,996,31,14,5,55,40,77,0,Rain
821,2015,4,1,12,8,4,7,1,-2,93,62,32,1025,1022,1017,31,17,5,35,26,52,0.51,Rain
822,2015,4,2,12,9,6,8,3,-1,96,70,30,1023,1020,1014,31,13,5,32,18,-,0,Rain
823,2015,4,3,12,9,7,11,8,5,100,90,70,1022,1016,1014,26,8,2,14,11,-,2.03,Rain
824,2015,4,4,10,8,7,9,5,3,100,77,56,1026,1022,1018,31,13,2,27,10,-,0,Rain
825,2015,4,5,13,9,6,6,4,3,87,70,43,1030,1027,1025,31,14,10,11,6,-,0,Rain
826,2015,4,6,17,9,2,8,5,2,100,74,41,1036,1032,1030,31,13,6,24,8,-,0,
827,2015,4,7,18,11,3,7,5,2,93,65,35,1038,1036,1034,31,18,10,13,6,-,0,
828,2015,4,8,18,12,6,9,6,4,93,67,39,1035,1032,1030,18,10,6,21,6,-,0,
829,2015,4,9,18,11,5,8,6,4,100,70,29,1030,1027,1023,14,7,0,16,8,-,0,Fog
830,2015,4,10,21,13,6,7,6,3,87,60,22,1024,1018,1014,29,10,4,23,10,-,0,Rain
831,2015,4,11,14,10,7,9,3,-6,94,58,20,1027,1018,1012,24,11,7,32,19,-,0.51,Rain
832,2015,4,12,18,11,4,8,3,-1,93,60,25,1028,1026,1023,31,16,10,37,18,47,0,Rain
833,2015,4,13,17,12,8,9,6,2,87,67,43,1032,1030,1029,31,14,10,21,10,-,0,Rain
834,2015,4,14,22,14,6,10,7,5,100,66,30,1029,1025,1022,29,13,3,29,14,-,0.25,Fog
835,2015,4,15,24,17,8,9,6,4,82,51,18,1022,1017,1014,31,22,10,23,10,-,0,
836,2015,4,16,17,13,8,8,5,-1,87,61,29,1017,1015,1013,31,18,9,26,13,-,0,Rain
837,2015,4,17,16,12,8,5,3,-1,71,55,22,1026,1020,1015,31,19,10,26,18,-,0,Rain
838,2015,4,18,15,10,5,5,2,-2,87,58,24,1029,1027,1026,31,16,10,32,19,47,0,
839,2015,4,19,12,8,4,4,2,0,81,63,38,1028,1025,1022,31,14,10,19,13,-,0,
840,2015,4,20,18,11,3,5,3,2,93,60,23,1033,1029,1026,26,19,10,23,11,-,0,
841,2015,4,21,19,12,4,6,3,0,81,54,20,1035,1034,1032,31,23,10,23,11,-,0,
842,2015,4,22,16,11,5,8,4,2,81,62,37,1034,1030,1025,31,17,10,26,14,-,0,
843,2015,4,23,17,12,6,7,5,3,93,66,27,1026,1020,1016,31,17,6,14,10,-,0,
844,2015,4,24,18,12,7,10,7,5,93,72,41,1016,1011,1008,31,10,4,26,13,40,0.51,Rain
845,2015,4,25,18,14,11,12,9,6,100,77,35,1008,1006,1004,31,11,5,27,18,42,1.02,Rain
846,2015,4,26,11,9,7,11,6,-1,100,77,49,1010,1008,1006,31,14,2,16,10,-,0,Rain
847,2015,4,27,13,8,3,2,-1,-4,75,51,22,1013,1011,1010,31,14,10,24,10,-,0,Rain
848,2015,4,28,16,9,3,3,0,-5,87,56,17,1019,1016,1013,31,17,10,29,19,-,0,
849,2015,4,29,14,10,7,7,3,-3,87,66,22,1018,1013,1011,31,14,6,29,19,47,2.03,Rain
850,2015,4,30,16,10,4,4,2,-1,87,56,22,1013,1011,1010,31,19,10,27,16,48,0,
851,2015,5,1,13,9,6,3,2,-1,81,60,30,1012,1010,1009,31,16,10,24,16,-,0,
852,2015,5,2,16,11,6,9,4,1,94,68,39,1013,1009,1003,31,16,5,26,14,-,0.76,Rain
853,2015,5,3,20,14,9,13,11,8,100,81,47,1003,998,995,31,10,2,37,21,52,1.02,Rain
854,2015,5,4,19,15,11,12,8,4,100,68,33,1006,1002,992,31,13,4,29,19,39,0.25,Rain
855,2015,5,5,16,14,11,14,9,3,100,70,31,1002,995,988,31,13,3,52,27,72,0,Rain
856,2015,5,6,14,11,8,9,7,6,87,72,45,1011,1004,1001,31,14,3,47,31,66,4.06,Rain
857,2015,5,7,17,13,8,8,6,3,87,62,32,1017,1015,1012,31,14,10,32,21,-,0,Rain
858,2015,5,8,17,12,8,12,7,5,88,70,40,1017,1013,1010,31,16,5,26,10,-,0.25,Rain
859,2015,5,9,19,14,10,11,6,3,88,60,27,1023,1016,1010,31,14,10,39,26,-,0,Rain
860,2015,5,10,19,13,8,10,8,5,97,68,41,1025,1023,1020,31,15,2,24,13,39,0,
861,2015,5,11,21,16,11,12,10,7,94,67,42,1020,1018,1017,31,15,10,26,14,-,0,
862,2015,5,12,18,14,11,8,4,-2,82,55,20,1023,1019,1016,31,19,10,37,18,52,0.25,Rain
863,2015,5,13,20,13,6,8,3,-2,87,53,15,1023,1019,1016,31,18,10,21,10,-,0,
864,2015,5,14,10,9,8,8,7,6,100,85,62,1017,1013,1009,31,12,4,27,18,-,11.94,Rain
865,2015,5,15,16,11,7,9,6,4,100,72,43,1023,1021,1015,31,14,4,23,13,-,0,Rain
866,2015,5,16,18,14,10,11,6,1,88,58,24,1028,1024,1020,31,16,10,24,16,40,0,Rain
867,2015,5,17,17,12,6,8,5,3,87,60,31,1028,1025,1018,31,15,10,27,14,-,0,
868,2015,5,18,16,12,8,12,6,1,94,68,29,1018,1007,1002,31,12,5,50,23,71,1.02,Rain
869,2015,5,19,14,11,7,6,4,3,81,66,41,1010,1005,1002,31,13,8,34,24,47,2.03,"Rain , Thunderstorm"
870,2015,5,20,16,10,4,6,4,3,93,64,31,1024,1016,1010,10,10,10,24,14,-,0,Rain
871,2015,5,21,20,12,5,7,4,-1,87,54,15,1027,1026,1024,31,20,10,24,11,-,0,
872,2015,5,22,19,13,7,13,9,6,87,71,56,1028,1025,1023,31,16,10,16,13,-,0,Rain
873,2015,5,23,17,14,12,12,9,4,82,66,34,1025,1024,1023,31,15,10,21,11,-,0,Rain
874,2015,5,24,20,16,12,13,9,4,82,65,42,1024,1020,1018,31,15,7,21,13,-,0.25,Rain
875,2015,5,25,17,13,9,8,6,4,76,57,34,1021,1020,1019,31,14,10,19,11,-,0,
876,2015,5,26,19,14,9,8,7,5,82,59,32,1027,1023,1021,31,15,10,21,11,39,0,Rain
877,2015,5,27,20,13,7,9,6,4,81,58,31,1027,1023,1016,31,16,10,27,13,42,0,Rain
878,2015,5,28,18,14,11,9,4,0,82,50,21,1016,1014,1013,31,12,10,32,23,45,0,
879,2015,5,29,14,12,8,10,6,3,88,67,38,1014,1009,1005,31,11,8,34,18,48,3.05,Rain
880,2015,5,30,18,12,6,7,4,1,87,59,23,1015,1013,1011,31,13,10,26,14,-,0,
881,2015,5,31,16,13,9,14,9,0,100,75,28,1013,1008,1004,31,11,5,35,21,-,0.51,Rain
882,2015,6,1,16,12,7,8,5,2,82,62,31,1015,1012,1005,31,15,10,40,21,61,0.25,Rain
